date,quantity
2015-05-02,166
2015-05-03,136
2015-05-04,98
2015-05-05,95
2015-05-06,111
2015-05-07,96
2015-05-08,140
2015-05-09,155
2015-05-10,149
2015-05-11,141
2015-05-12,121
2015-05-13,136
2015-05-14,87
2015-05-15,137
2015-05-16,166
2015-05-17,149
2015-05-18,122
2015-05-19,105
2015-05-20,102
2015-05-21,114
2015-05-22,110
2015-05-23,161
2015-05-24,166
2015-05-25,120
2015-05-26,99
2015-05-27,97
2015-05-28,121
2015-05-29,158
2015-05-30,188
2015-05-31,176
2015-06-01,164
2015-06-02,116
2015-06-03,131
2015-06-04,133
2015-06-05,144
2015-06-06,200
2015-06-07,213
2015-06-08,159
2015-06-09,147
2015-06-10,176
2015-06-11,167
2015-06-12,182
2015-06-13,184
2015-06-14,180
2015-06-15,146
2015-06-16,135
2015-06-17,149
2015-06-18,147
2015-06-19,147
2015-06-20,193
2015-06-21,203
2015-06-22,119
2015-06-23,142
2015-06-24,140
2015-06-25,168
2015-06-26,157
2015-06-27,190
2015-06-28,190
2015-06-29,124
2015-06-30,148
2015-07-01,136
2015-07-02,160
2015-07-03,222
2015-07-04,174
2015-07-05,181
2015-07-06,164
2015-07-07,159
2015-07-08,130
2015-07-09,145
2015-07-10,186
2015-07-11,217
2015-07-12,234
2015-07-13,141
2015-07-14,155
2015-07-15,136
2015-07-16,139
2015-07-17,185
2015-07-18,174
2015-07-19,231
2015-07-20,187
2015-07-21,164
2015-07-22,143
2015-07-23,145
2015-07-24,214
2015-07-25,204
2015-07-26,238
2015-07-27,132
2015-07-28,160
2015-07-29,135
2015-07-30,161
2015-07-31,200
2015-08-01,243
2015-08-02,236
2015-08-03,208
2015-08-04,149
2015-08-05,175
2015-08-06,145
2015-08-07,178
2015-08-08,226
2015-08-09,269
2015-08-10,161
2015-08-11,189
2015-08-12,194
2015-08-13,162
2015-08-14,216
2015-08-15,251
2015-08-16,258
2015-08-17,168
2015-08-18,176
2015-08-19,148
2015-08-20,126
2015-08-21,165
2015-08-22,241
2015-08-23,281
2015-08-24,166
2015-08-25,104
2015-08-26,136
2015-08-27,168
2015-08-28,158
2015-08-29,239
2015-08-30,230
2015-08-31,139
2015-09-01,148
2015-09-02,154
2015-09-03,148
2015-09-04,156
2015-09-05,185
2015-09-06,223
2015-09-07,165
2015-09-08,145
2015-09-09,135
2015-09-10,140
2015-09-11,161
2015-09-12,191
2015-09-13,222
2015-09-14,131
2015-09-15,149
2015-09-16,127
2015-09-17,132
2015-09-18,145
2015-09-19,218
2015-09-20,177
2015-09-21,144
2015-09-22,146
2015-09-23,116
2015-09-24,147
2015-09-25,164
2015-09-26,174
2015-09-27,178
2015-09-28,108
2015-09-29,96
2015-09-30,86
2015-10-01,126
2015-10-02,179
2015-10-03,197
2015-10-04,233
2015-10-05,117
2015-10-06,135
2015-10-07,130
2015-10-08,120
2015-10-09,158
2015-10-10,228
2015-10-11,229
2015-10-12,150
2015-10-13,131
2015-10-14,148
2015-10-15,124
2015-10-16,161
2015-10-17,192
2015-10-18,180
2015-10-19,117
2015-10-20,114
2015-10-21,116
2015-10-22,128
2015-10-23,145
2015-10-24,170
2015-10-25,187
2015-10-26,132
2015-10-27,147
2015-10-28,126
2015-10-29,162
2015-10-30,167
2015-10-31,222
2015-11-01,185
2015-11-02,95
2015-11-03,125
2015-11-04,134
2015-11-05,157
2015-11-06,137
2015-11-07,190
2015-11-08,194
2015-11-09,117
2015-11-10,134
2015-11-11,146
2015-11-12,142
2015-11-13,145
2015-11-14,195
2015-11-15,188
2015-11-16,119
2015-11-17,123
2015-11-18,138
2015-11-19,103
2015-11-20,153
2015-11-21,197
2015-11-22,231
2015-11-23,133
2015-11-24,149
2015-11-25,176
2015-11-26,218
2015-11-27,252
2015-11-28,160
2015-11-29,202
2015-11-30,106
2015-12-01,149
2015-12-02,128
2015-12-03,114
2015-12-04,146
2015-12-05,252
2015-12-06,264
2015-12-07,109
2015-12-08,142
2015-12-09,140
2015-12-10,127
2015-12-11,163
2015-12-12,209
2015-12-13,210
2015-12-14,137
2015-12-15,154
2015-12-16,149
2015-12-17,158
2015-12-18,157
2015-12-19,215
2015-12-20,211
2015-12-21,152
2015-12-22,158
2015-12-23,232
2015-12-24,207
2015-12-25,0
2015-12-26,184
2015-12-27,136
2015-12-28,111
2015-12-29,95
2015-12-30,106
2015-12-31,129
2016-01-01,115
2016-01-02,148
2016-01-03,168
2016-01-04,110
2016-01-05,112
2016-01-06,92
2016-01-07,130
2016-01-08,131
2016-01-09,161
2016-01-10,162
2016-01-11,131
2016-01-12,108
2016-01-13,124
2016-01-14,112
2016-01-15,146
2016-01-16,128
2016-01-17,137
2016-01-18,151
2016-01-19,109
2016-01-20,106
2016-01-21,110
2016-01-22,124
2016-01-23,166
2016-01-24,164
2016-01-25,120
2016-01-26,110
2016-01-27,91
2016-01-28,91
2016-01-29,101
2016-01-30,154
2016-01-31,146
2016-02-01,110
2016-02-02,89
2016-02-03,122
2016-02-04,106
2016-02-05,104
2016-02-06,173
2016-02-07,145
2016-02-08,104
2016-02-09,98
2016-02-10,120
2016-02-11,161
2016-02-12,159
2016-02-13,206
2016-02-14,191
2016-02-15,151
2016-02-16,117
2016-02-17,126
2016-02-18,120
2016-02-19,128
2016-02-20,159
2016-02-21,183
2016-02-22,102
2016-02-23,117
2016-02-24,109
2016-02-25,138
2016-02-26,134
2016-02-27,169
2016-02-28,166
2016-02-29,107
2016-03-01,110
2016-03-02,131
2016-03-03,137
2016-03-04,109
2016-03-05,160
2016-03-06,184
2016-03-07,114
2016-03-08,108
2016-03-09,116
2016-03-10,138
2016-03-11,116
2016-03-12,164
2016-03-13,145
2016-03-14,130
2016-03-15,116
2016-03-16,109
2016-03-17,126
2016-03-18,117
2016-03-19,129
2016-03-20,116
2016-03-21,98
2016-03-22,105
2016-03-23,139
2016-03-24,134
2016-03-25,166
2016-03-26,232
2016-03-27,208
2016-03-28,122
2016-03-29,90
2016-03-30,101
2016-03-31,109
2016-04-01,119
2016-04-02,182
2016-04-03,179
2016-04-04,128
2016-04-05,150
2016-04-06,104
2016-04-07,154
2016-04-08,139
2016-04-09,176
2016-04-10,168
2016-04-11,122
2016-04-12,103
2016-04-13,112
2016-04-14,121
2016-04-15,132
2016-04-16,166
2016-04-17,187
2016-04-18,138
2016-04-19,185
2016-04-20,133
2016-04-21,140
2016-04-22,125
2016-04-23,158
2016-04-24,162
