date,quantity
2015-05-02,256
2015-05-03,240
2015-05-04,179
2015-05-05,129
2015-05-06,200
2015-05-07,184
2015-05-08,218
2015-05-09,287
2015-05-10,314
2015-05-11,204
2015-05-12,173
2015-05-13,155
2015-05-14,199
2015-05-15,190
2015-05-16,260
2015-05-17,219
2015-05-18,157
2015-05-19,168
2015-05-20,160
2015-05-21,184
2015-05-22,169
2015-05-23,228
2015-05-24,213
2015-05-25,191
2015-05-26,170
2015-05-27,156
2015-05-28,187
2015-05-29,174
2015-05-30,193
2015-05-31,220
2015-06-01,211
2015-06-02,181
2015-06-03,250
2015-06-04,232
2015-06-05,214
2015-06-06,267
2015-06-07,258
2015-06-08,184
2015-06-09,225
2015-06-10,164
2015-06-11,199
2015-06-12,279
2015-06-13,256
2015-06-14,249
2015-06-15,204
2015-06-16,139
2015-06-17,142
2015-06-18,194
2015-06-19,217
2015-06-20,286
2015-06-21,276
2015-06-22,155
2015-06-23,173
2015-06-24,151
2015-06-25,169
2015-06-26,198
2015-06-27,269
2015-06-28,251
2015-06-29,183
2015-06-30,145
2015-07-01,159
2015-07-02,221
2015-07-03,319
2015-07-04,277
2015-07-05,287
2015-07-06,234
2015-07-07,186
2015-07-08,162
2015-07-09,233
2015-07-10,261
2015-07-11,281
2015-07-12,301
2015-07-13,225
2015-07-14,216
2015-07-15,187
2015-07-16,184
2015-07-17,255
2015-07-18,317
2015-07-19,283
2015-07-20,204
2015-07-21,216
2015-07-22,137
2015-07-23,209
2015-07-24,258
2015-07-25,268
2015-07-26,228
2015-07-27,202
2015-07-28,179
2015-07-29,165
2015-07-30,184
2015-07-31,288
2015-08-01,294
2015-08-02,320
2015-08-03,243
2015-08-04,218
2015-08-05,199
2015-08-06,210
2015-08-07,240
2015-08-08,301
2015-08-09,329
2015-08-10,248
2015-08-11,202
2015-08-12,204
2015-08-13,239
2015-08-14,274
2015-08-15,331
2015-08-16,320
2015-08-17,211
2015-08-18,233
2015-08-19,184
2015-08-20,153
2015-08-21,274
2015-08-22,367
2015-08-23,378
2015-08-24,225
2015-08-25,170
2015-08-26,152
2015-08-27,176
2015-08-28,179
2015-08-29,215
2015-08-30,210
2015-08-31,147
2015-09-01,178
2015-09-02,179
2015-09-03,167
2015-09-04,194
2015-09-05,241
2015-09-06,248
2015-09-07,221
2015-09-08,128
2015-09-09,174
2015-09-10,137
2015-09-11,178
2015-09-12,270
2015-09-13,225
2015-09-14,174
2015-09-15,196
2015-09-16,148
2015-09-17,172
2015-09-18,197
2015-09-19,250
2015-09-20,258
2015-09-21,138
2015-09-22,169
2015-09-23,178
2015-09-24,154
2015-09-25,178
2015-09-26,225
2015-09-27,201
2015-09-28,136
2015-09-29,150
2015-09-30,133
2015-10-01,195
2015-10-02,200
2015-10-03,236
2015-10-04,220
2015-10-05,210
2015-10-06,216
2015-10-07,186
2015-10-08,164
2015-10-09,201
2015-10-10,236
2015-10-11,271
2015-10-12,204
2015-10-13,218
2015-10-14,178
2015-10-15,181
2015-10-16,227
2015-10-17,233
2015-10-18,250
2015-10-19,181
2015-10-20,155
2015-10-21,140
2015-10-22,178
2015-10-23,226
2015-10-24,189
2015-10-25,185
2015-10-26,179
2015-10-27,176
2015-10-28,168
2015-10-29,219
2015-10-30,235
2015-10-31,213
2015-11-01,224
2015-11-02,170
2015-11-03,168
2015-11-04,138
2015-11-05,174
2015-11-06,201
2015-11-07,191
2015-11-08,210
2015-11-09,163
2015-11-10,177
2015-11-11,171
2015-11-12,172
2015-11-13,210
2015-11-14,236
2015-11-15,233
2015-11-16,151
2015-11-17,128
2015-11-18,181
2015-11-19,176
2015-11-20,211
2015-11-21,243
2015-11-22,250
2015-11-23,171
2015-11-24,194
2015-11-25,247
2015-11-26,302
2015-11-27,263
2015-11-28,214
2015-11-29,200
2015-11-30,136
2015-12-01,180
2015-12-02,155
2015-12-03,219
2015-12-04,230
2015-12-05,296
2015-12-06,261
2015-12-07,179
2015-12-08,175
2015-12-09,178
2015-12-10,200
2015-12-11,250
2015-12-12,261
2015-12-13,271
2015-12-14,198
2015-12-15,228
2015-12-16,221
2015-12-17,224
2015-12-18,227
2015-12-19,266
2015-12-20,276
2015-12-21,233
2015-12-22,237
2015-12-23,329
2015-12-24,356
2015-12-25,0
2015-12-26,243
2015-12-27,166
2015-12-28,119
2015-12-29,135
2015-12-30,158
2015-12-31,209
2016-01-01,189
2016-01-02,198
2016-01-03,182
2016-01-04,145
2016-01-05,154
2016-01-06,165
2016-01-07,147
2016-01-08,172
2016-01-09,168
2016-01-10,156
2016-01-11,123
2016-01-12,134
2016-01-13,131
2016-01-14,137
2016-01-15,141
2016-01-16,216
2016-01-17,198
2016-01-18,142
2016-01-19,128
2016-01-20,145
2016-01-21,155
2016-01-22,168
2016-01-23,207
2016-01-24,199
2016-01-25,111
2016-01-26,87
2016-01-27,137
2016-01-28,142
2016-01-29,150
2016-01-30,179
2016-01-31,195
2016-02-01,181
2016-02-02,144
2016-02-03,165
2016-02-04,141
2016-02-05,185
2016-02-06,230
2016-02-07,207
2016-02-08,158
2016-02-09,170
2016-02-10,175
2016-02-11,250
2016-02-12,251
2016-02-13,305
2016-02-14,225
2016-02-15,188
2016-02-16,175
2016-02-17,144
2016-02-18,119
2016-02-19,199
2016-02-20,272
2016-02-21,260
2016-02-22,149
2016-02-23,189
2016-02-24,146
2016-02-25,164
2016-02-26,158
2016-02-27,259
2016-02-28,217
2016-02-29,169
2016-03-01,179
2016-03-02,155
2016-03-03,192
2016-03-04,185
2016-03-05,202
2016-03-06,223
2016-03-07,164
2016-03-08,156
2016-03-09,164
2016-03-10,178
2016-03-11,197
2016-03-12,219
2016-03-13,214
2016-03-14,192
2016-03-15,183
2016-03-16,168
2016-03-17,175
2016-03-18,186
2016-03-19,192
2016-03-20,210
2016-03-21,148
2016-03-22,137
2016-03-23,131
2016-03-24,152
2016-03-25,234
2016-03-26,264
2016-03-27,218
2016-03-28,133
2016-03-29,121
2016-03-30,133
2016-03-31,153
2016-04-01,175
2016-04-02,194
2016-04-03,216
2016-04-04,143
2016-04-05,166
2016-04-06,152
2016-04-07,171
2016-04-08,172
2016-04-09,212
2016-04-10,224
2016-04-11,156
2016-04-12,112
2016-04-13,156
2016-04-14,153
2016-04-15,173
2016-04-16,193
2016-04-17,211
2016-04-18,138
2016-04-19,144
2016-04-20,142
2016-04-21,145
2016-04-22,170
2016-04-23,213
2016-04-24,166
